"Symbol","Ensembl","EntrezGeneID","Uniprot","Name","Protein_Coverage","Number_of_Unique_Peptides","Number_of_Peptides","M197vsM398","M197vsM180","M197vsM194","M202vsM194","M418vsM194","M202vsM180","M202vsM398","M418vsM180","M418vsM398","Number_of_ratios","Ratio_mean","Ratio_SEM","pvalue","FDR"
"14277","PDCD5","ENSG00000105185",9141,"O14737","programmed cell death 5",50.4,6,6,1.146,0.824,1.104,1.112,1.108,0.865,1.093,0.848,1.068,9,1.02,0.04,0.444,0.627
"14278","PRMT5","ENSG00000100462",10419,"O14744","protein arginine methyltransferase 5",13.19,8,8,0.963,0.811,0.793,0.906,1.014,0.907,1.085,1.004,1.174,9,0.96,0.04,0.701,0.823
"14279","SLC9A3R1","ENSG00000109062",9368,"O14745","SLC9A3 regulator 1",29.05,8,8,1.348,1.288,1.403,1.84,1.666,1.183,1.405,1.119,1.286,9,1.39,0.08,0,0.006
"14282","HSD17B6","ENSG00000025423",8630,"O14756","hydroxysteroid 17-beta dehydrogenase 6",2.84,1,1,0.715,0.889,1.034,1.479,1.616,1.258,1.009,1.367,1.102,9,1.16,0.1,0.249,0.425
"14284","TNFRSF10B","ENSG00000120889",8795,"O14763","TNF receptor superfamily member 10b",3.41,1,1,0,0,1.505,0,0,0,0,0,0,1,0,0,0,0
"14286","MEIS2","ENSG00000134138",4212,"O14770","Meis homeobox 2",4.4,2,2,1.401,1.44,0.719,0.62,1.072,1.647,1.537,2.198,2.304,9,1.44,0.19,0.088,0.223
"14287","ZNF213","ENSG00000085644",7760,"O14771","zinc finger protein 213",4.14,1,1,0,0,0,0,0.493,0,0,0.684,0,2,0,0,0,0
"14289","TPP1","ENSG00000166340",1200,"O14773","tripeptidyl peptidase 1",3.73,2,2,1.692,2.035,1.452,0.411,1.291,0.569,0.473,1.78,1.485,9,1.24,0.2,0.39,0.571
"14291","TCERG1","ENSG00000113649",10915,"O14776","transcription elongation regulator 1",17.76,23,23,1.107,1.367,1.222,1.038,1.047,1.088,0.974,1.118,0.998,9,1.11,0.04,0.045,0.15
"14292","NDC80","ENSG00000080986",10403,"O14777","NDC80 kinetochore complex component",4.52,3,3,0,0,0,0,1.211,0,0,0,0,1,0,0,0,0
"14295","TNPO2","ENSG00000105576",30000,"O14787","transportin 2",7.8,2,5,0,0.934,0.611,0,0.664,0,0,0.998,0,4,0.8,0.1,0.141,0.297
"14303","POLR3A","ENSG00000148606",11128,"O14802","RNA polymerase III subunit A",1.08,1,1,0,0,0,1.001,1.213,1.145,1.469,1.38,1.779,6,1.33,0.11,0.013,0.07
"14310","PSMA7","ENSG00000101182",5688,"O14818","proteasome 20S subunit alpha 7",28.63,7,7,0.775,0.885,1.17,1.706,1.644,1.214,1.016,1.066,0.976,9,1.16,0.11,0.32,0.502
"14312","SCAMP3","ENSG00000116521",10067,"O14828","secretory carrier membrane protein 3",14.99,4,4,0.97,1.22,0.878,1.126,0.79,1.18,1.061,0.883,0.861,9,1,0.05,0.385,0.566
"14313","SCAMP3","ENSG00000263290",10067,"O14828","secretory carrier membrane protein 3",14.99,4,4,0.97,1.22,0.878,1.126,0.79,1.18,1.061,0.883,0.861,9,1,0.05,0.385,0.566
"14316","PHYH","ENSG00000107537",5264,"O14832","phytanoyl-CoA 2-hydroxylase",2.37,1,1,1.078,1.379,0.842,0.996,0.667,1.611,1.258,1.073,0.842,9,1.08,0.1,0.787,0.877
"14318","OPLAH","ENSG00000178814",26873,"O14841","5-oxoprolinase, ATP-hydrolysing",4.35,4,4,0,0,0,1.932,2.489,0.913,1.072,1.17,1.381,6,1.49,0.25,0.027,0.11
"14326","MGST3","ENSG00000143198",4259,"O14880","microsomal glutathione S-transferase 3",5.26,1,1,0.785,0.791,0.627,0.745,0.706,0.766,0.768,0.722,0.728,9,0.74,0.02,0,0.001
"14329","IRF6","ENSG00000117595",3664,"O14896","interferon regulatory factor 6",1.71,1,1,1.216,1.412,0.582,0.466,0.451,1.118,0.962,1.077,0.931,9,0.91,0.11,0.226,0.401
"14334","TAX1BP3","ENSG00000213977",30851,"O14907","Tax1 binding protein 3",13.71,1,1,0,0,0,0,1.12,0,0,0.539,0.85,3,0.84,0.17,0.289,0.469
"14335","GIPC1","ENSG00000123159",10755,"O14908","GIPC PDZ domain containing family member 1",30.63,7,8,1.253,1.037,1.484,0.83,1.106,0.541,0.676,0.799,0.878,9,0.96,0.1,0.727,0.838
"14338","IKBKB","ENSG00000104365",3551,"O14920","inhibitor of nuclear factor kappa B kinase subunit beta",1.46,1,1,0,0.676,0.918,1.068,0.74,0.777,0,0.535,0,6,0.79,0.08,0.088,0.224
"14343","HAT1","ENSG00000128708",8520,"O14929","histone acetyltransferase 1",13.13,4,4,1.854,1.055,1.536,1.208,1.916,0.82,1.342,1.833,1.721,9,1.48,0.13,0,0.008
"14352","UBE2L6","ENSG00000156587",9246,"O14933","ubiquitin conjugating enzyme E2 L6",9.8,1,2,0,0,1.752,0,0,0,0,0,0,1,0,0,0,0
"14357","UQCRQ","ENSG00000164405",27089,"O14949","ubiquinol-cytochrome c reductase complex III subunit VII",46.34,5,5,0.819,1.049,1.244,0.982,0.97,0.898,0.74,0.851,0.797,9,0.93,0.05,0.12,0.27
"14361","CASQ2","ENSG00000118729",845,"O14958","calsequestrin 2",20.05,8,8,0.282,0.729,9.788,10.077,20.549,0.815,0.314,1.5,0.573,9,4.96,2.36,0.414,0.597
"14363","HGS","ENSG00000185359",9146,"O14964","hepatocyte growth factor-regulated tyrosine kinase substrate",9.14,7,7,1.062,0.929,0.855,0.976,1.048,1.072,1.174,1.117,1.29,9,1.06,0.04,0.185,0.353
"14368","PPP1R12A","ENSG00000058272",4659,"O14974","protein phosphatase 1 regulatory subunit 12A",17.28,16,16,0.874,1.125,1.061,1.114,1.299,1.042,0.891,1.244,1.049,9,1.08,0.05,0.161,0.323
"14370","GAK","ENSG00000178950",2580,"O14976","cyclin G associated kinase",7.17,8,8,0.752,0.601,0.697,0.848,0.855,0.842,1,0.888,1.043,9,0.84,0.05,0.027,0.11
"14373","HNRNPDL","ENSG00000152795",9987,"O14979","heterogeneous nuclear ribonucleoprotein D like",26.67,9,12,1.11,1.604,1.693,1.326,1.291,1.268,0.816,1.238,0.815,9,1.24,0.1,0.16,0.322
"14374","XPO1","ENSG00000082898",7514,"O14980","exportin 1",18.58,18,18,0.941,0.701,0.562,0.879,0.661,0.95,1.341,0.811,1.151,9,0.89,0.08,0.199,0.371
"14375","BTAF1","ENSG00000095564",9044,"O14981","B-TFIID TATA-box binding protein associated factor 1",1.68,3,3,0,0,0,0.863,0.693,1.062,1.637,0.848,1.08,6,1.03,0.13,0.949,0.973
"14376","ATP2A1","ENSG00000196296",487,"O14983","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1",14.49,5,15,0.555,0.891,2.828,3.285,3.772,1.244,0.679,1.358,0.79,9,1.71,0.41,0.316,0.498
"14382","ZNF609","ENSG00000180357",23060,"O15014","zinc finger protein 609",5.81,5,5,1.536,1.612,1.709,1.174,1.446,1.095,1.042,1.341,1.282,9,1.36,0.08,0,0.009
"14388","SEC16A","ENSG00000148396",9919,"O15027","SEC16 homolog A, endoplasmic reticulum export factor",7.3,10,10,0.809,0.9,0.737,0.968,1.006,1.17,1.05,1.445,1.062,9,1.02,0.07,0.833,0.908
"14389","PLXNB2","ENSG00000196576",23654,"O15031","plexin B2",12.46,17,17,1.225,1.168,1.078,1.083,0.951,1.12,1.103,1.061,0.994,9,1.09,0.03,0.031,0.12
"14395","U2SURP","ENSG00000163714",23350,"O15042","U2 snRNP associated SURP domain containing",16.13,14,14,1.13,1.196,0.872,0.763,0.57,0.99,0.92,0.852,0.795,9,0.9,0.06,0.081,0.213
"14396","SETD1A","ENSG00000099381",9739,"O15047","SET domain containing 1A, histone lysine methyltransferase",4.75,5,5,0.647,0.408,0.506,0.538,0.608,0.429,0.68,0.482,0.767,9,0.56,0.04,0,0.005
"14397","N4BP3","ENSG00000145911",23138,"O15049","NEDD4 binding protein 3",4.96,2,2,0.962,0.777,0.935,1.306,1.032,1.073,1.327,0.843,1.048,9,1.03,0.06,0.801,0.885
"14401","SYNJ2","ENSG00000078269",8871,"O15056","synaptojanin 2",2.74,2,2,0.903,1.1,0.823,0.408,1.05,0.539,0.442,0.949,0.782,9,0.78,0.09,0.06,0.178
"14403","SYNM","ENSG00000182253",23336,"O15061","synemin",7.41,8,9,0,0,0,1.611,0.97,0.859,1.154,0.686,0,5,1.06,0.16,0.775,0.87
"14409","PFAS","ENSG00000178921",5198,"O15067","phosphoribosylformylglycinamidine synthase",12.41,16,16,0.94,0.654,0.75,1.025,0.821,0.851,1.226,0.723,1.132,9,0.9,0.06,0.249,0.425
"14413","DCLK1","ENSG00000133083",9201,"O15075","doublecortin like kinase 1",16.22,9,9,1.169,1.224,3.609,4.045,4.563,1.394,1.432,1.601,1.532,9,2.29,0.46,0.005,0.039
"14414","CEP290","ENSG00000198707",80184,"O15078","centrosomal protein 290",1.41,2,5,1.809,3.275,1.027,0.432,0.485,1.362,0.751,1.519,0.842,9,1.28,0.29,0.972,0.986
"14418","ARHGEF11","ENSG00000132694",9826,"O15085","Rho guanine nucleotide exchange factor 11",4.07,4,4,1.142,0.846,0.728,0.814,0.916,0.934,1.259,1.047,1.417,9,1.01,0.08,0.687,0.814
"14429","NPC1","ENSG00000141458",4864,"O15118","NPC intracellular cholesterol transporter 1",2.27,3,3,0.95,1.174,1.079,1.116,0.751,1.2,0.926,1.007,0.615,9,0.98,0.07,0.209,0.382
"14434","SCAMP1","ENSG00000085365",9522,"O15126","secretory carrier membrane protein 1",11.83,3,3,0.676,0.817,0.816,0.896,0.717,0.887,0.733,0.707,0.587,9,0.76,0.03,0,0.004
"14438","ARPC1B","ENSG00000130429",10095,"O15143","actin related protein 2/3 complex subunit 1B",16.94,5,5,0.938,0.747,0.543,0.627,0.601,0.901,1.065,0.781,1.119,9,0.81,0.07,0.05,0.161
"14439","ARPC2","ENSG00000163466",10109,"O15144","actin related protein 2/3 complex subunit 2",24.67,8,8,1.024,0.798,0.68,0.775,0.797,0.884,1.024,0.889,1.149,9,0.89,0.05,0.136,0.29
"14440","ARPC3","ENSG00000111229",10094,"O15145","actin related protein 2/3 complex subunit 3",25.28,5,5,1.07,0.846,0.724,0.793,0.693,0.964,1.19,0.871,1.099,9,0.92,0.06,0.212,0.386
"14445","POLR1C","ENSG00000171453",9533,"O15160","RNA polymerase I and III subunit C",11.56,3,3,0.907,1.267,0.892,0.488,0.683,0.685,0.49,0.954,0.685,9,0.78,0.08,0.027,0.11
"14446","PLSCR1","ENSG00000188313",5359,"O15162","phospholipid scramblase 1",2.2,1,1,1.101,0.631,0.769,1.659,0.891,1.346,2.344,0.719,1.258,9,1.19,0.18,0.589,0.745
"14447","TRIM24","ENSG00000122779",8805,"O15164","tripartite motif containing 24",4.29,3,4,1.417,0.866,0.711,0.775,0.634,0.718,1.291,0.759,1.157,9,0.93,0.1,0.507,0.68
"14450","PGRMC2","ENSG00000164040",10424,"O15173","progesterone receptor membrane component 2",26.01,6,6,0.699,1.128,0.992,0.935,0.894,0.999,0.752,0.902,0.73,9,0.89,0.05,0.02,0.09
"14452","CETN3","ENSG00000153140",1070,"O15182","centrin 3",13.17,2,3,1.757,1.629,1.181,0.719,0.73,0.979,1.055,0.99,1.071,9,1.12,0.12,0.443,0.626
"14476","PFDN6","ENSG00000204220",10471,"O15212","prefoldin subunit 6",29.46,6,6,1.141,1.043,1.129,1.091,1.235,0.98,1.099,1.143,1.214,9,1.12,0.03,0,0.004
"14477","PFDN6","ENSG00000235692",10471,"O15212","prefoldin subunit 6",29.46,6,6,1.141,1.043,1.129,1.091,1.235,0.98,1.099,1.143,1.214,9,1.12,0.03,0,0.004
"14478","PFDN6","ENSG00000237335",10471,"O15212","prefoldin subunit 6",29.46,6,6,1.141,1.043,1.129,1.091,1.235,0.98,1.099,1.143,1.214,9,1.12,0.03,0,0.004
"14479","PFDN6","ENSG00000224782",10471,"O15212","prefoldin subunit 6",29.46,6,6,1.141,1.043,1.129,1.091,1.235,0.98,1.099,1.143,1.214,9,1.12,0.03,0,0.004
"14480","PFDN6","ENSG00000206283",10471,"O15212","prefoldin subunit 6",29.46,6,6,1.141,1.043,1.129,1.091,1.235,0.98,1.099,1.143,1.214,9,1.12,0.03,0,0.004
"14481","WDR46","ENSG00000226916",9277,"O15213","WD repeat domain 46",10.49,4,4,0.662,0.658,0.677,0.83,0.78,0.758,1.107,0.746,0.753,9,0.77,0.05,0.001,0.017
"14482","WDR46","ENSG00000236222",9277,"O15213","WD repeat domain 46",10.49,4,4,0.662,0.658,0.677,0.83,0.78,0.758,1.107,0.746,0.753,9,0.77,0.05,0.001,0.017
"14483","WDR46","ENSG00000227057",9277,"O15213","WD repeat domain 46",10.49,4,4,0.662,0.658,0.677,0.83,0.78,0.758,1.107,0.746,0.753,9,0.77,0.05,0.001,0.017
"14484","WDR46","ENSG00000204221",9277,"O15213","WD repeat domain 46",10.49,4,4,0.662,0.658,0.677,0.83,0.78,0.758,1.107,0.746,0.753,9,0.77,0.05,0.001,0.017
"14485","WDR46","ENSG00000206284",9277,"O15213","WD repeat domain 46",10.49,4,4,0.662,0.658,0.677,0.83,0.78,0.758,1.107,0.746,0.753,9,0.77,0.05,0.001,0.017
"14488","NKRF","ENSG00000186416",55922,"O15226","NFKB repressing factor",11.45,7,8,0.499,0.493,0.725,1.022,0.858,0.738,0.828,0.662,0.969,9,0.75,0.06,0.017,0.082
"14489","GNPAT","ENSG00000116906",8443,"O15228","glyceronephosphate O-acyltransferase",3.97,2,2,1.302,1.395,1.085,0.801,0.985,1.017,0.949,1.244,1.166,9,1.1,0.06,0.124,0.276
"14491","LAMA5","ENSG00000130702",3911,"O15230","laminin subunit alpha 5",9.07,27,27,1.11,1.89,1.366,1.263,1.032,1.891,1.056,1.412,0.826,9,1.32,0.12,0.113,0.26
"14492","ZNF185","ENSG00000147394",7739,"O15231","zinc finger protein 185 with LIM domain",22.21,10,10,0.849,0.993,0.917,1.067,0.799,1.17,1.056,0.992,0.827,9,0.96,0.04,0.063,0.185
"14498","VGF","ENSG00000128564",7425,"O15240","VGF nerve growth factor inducible",3.09,2,2,0.713,0,1.019,0,0,0,0,0,0,2,0,0,0,0
"14503","ACOX3","ENSG00000087008",8310,"O15254","acyl-CoA oxidase 3, pristanoyl",7.86,5,5,1.02,0.905,0.718,0.858,1.034,1.14,1.228,1.287,1.554,9,1.08,0.08,0.345,0.527
"14504","RER1","ENSG00000157916",11079,"O15258","retention in endoplasmic reticulum sorting receptor 1",18.37,3,3,1.129,1.178,1.095,0.857,0.917,0.911,0.872,0.97,0.933,9,0.98,0.04,0.696,0.819
"14506","SURF4","ENSG00000148248",6836,"O15260","surfeit 4",6.69,2,2,0.684,0.811,0.756,0.99,0.828,0.841,0.709,0.873,0.74,9,0.8,0.03,0,0.008
"14507","SURF4","ENSG00000280951",6836,"O15260","surfeit 4",6.69,2,2,0.684,0.811,0.756,0.99,0.828,0.841,0.709,0.873,0.74,9,0.8,0.03,0,0.008
"14522","SPTLC1","ENSG00000090054",10558,"O15269","serine palmitoyltransferase long chain base subunit 1",6.34,3,3,0.983,1.145,0.816,0.859,0.698,1.192,1.023,0.963,0.83,9,0.95,0.05,0.068,0.194
"14526","OGT","ENSG00000147162",8473,"O15294","O-linked N-acetylglucosamine (GlcNAc) transferase",6.02,6,6,0.979,0.953,0.745,0.686,0.706,0.815,0.916,0.737,0.907,9,0.83,0.04,0.005,0.039
"14531","PMM2","ENSG00000140650",5373,"O15305","phosphomannomutase 2",34.96,8,9,0.878,0.933,0.802,0.73,0.878,0.866,0.96,0.992,1.109,9,0.91,0.04,0.116,0.266
"14533","POLR3G","ENSG00000113356",10622,"O15318","RNA polymerase III subunit G",5.38,1,1,0,0,0,0,0.631,0,0,0.658,0,2,0,0,0,0
"14534","MIA2","ENSG00000150527",4253,"O15320","MIA SH3 domain ER export factor 2",9.2,7,7,1.01,1.148,0.933,1.026,0.869,1.082,0.984,0.953,0.8,9,0.98,0.04,0.181,0.348
"14535","TM9SF1","ENSG00000100926",10548,"O15321","transmembrane 9 superfamily member 1",3.8,2,2,0.821,0.828,1.128,0.686,0.644,0.646,0.64,0.603,0.6,9,0.73,0.06,0.001,0.018
"14536","TM9SF1","ENSG00000285465",10548,"O15321","transmembrane 9 superfamily member 1",3.8,2,2,0.821,0.828,1.128,0.686,0.644,0.646,0.64,0.603,0.6,9,0.73,0.06,0.001,0.018
"14537","INPP4B","ENSG00000109452",8821,"O15327","inositol polyphosphate-4-phosphatase type II B",6.17,3,3,0,0,0,0,0.836,0,0,0.408,0.491,3,0.58,0.13,0.029,0.113
"14540","MID1","ENSG00000101871",4281,"O15344","midline 1",3.75,2,2,0.797,1.024,1.116,0.999,1.221,0.905,0.704,1.1,0.86,9,0.97,0.06,0.467,0.646
"14541","HMGB3","ENSG00000029993",3149,"O15347","high mobility group box 3",28,6,7,1.198,0.832,0.925,1.082,0.867,1.012,1.306,1.019,1.22,9,1.05,0.05,0.331,0.512
"14545","PPM1G","ENSG00000115241",5496,"O15355","protein phosphatase, Mg2+/Mn2+ dependent 1G",32.97,15,15,1.219,0.955,1.035,1.053,1.019,0.997,1.209,1.053,1.277,9,1.09,0.04,0.017,0.083
"14546","INPPL1","ENSG00000165458",3636,"O15357","inositol polyphosphate phosphatase like 1",7,7,7,0.748,0.623,0.861,1.226,1.276,0.934,1.14,0.955,1.325,9,1.01,0.08,0.857,0.923
"14549","EIF3D","ENSG00000100353",8664,"O15371","eukaryotic translation initiation factor 3 subunit D",12.04,6,6,1.008,0.626,0.754,1.099,1.045,0.87,1.357,0.817,1.294,9,0.99,0.08,0.98,0.991
"14550","EIF3H","ENSG00000147677",8667,"O15372","eukaryotic translation initiation factor 3 subunit H",17.33,7,7,1.16,0.835,0.753,0.831,0.801,0.95,1.396,0.846,1.402,9,1,0.09,0.907,0.949
"14553","HDAC3","ENSG00000171720",8841,"O15379","histone deacetylase 3",4.44,1,2,0.772,0.912,0.797,1.017,0.743,1.15,0.973,0.836,0.711,9,0.88,0.05,0.002,0.022
"14554","NVL","ENSG00000143748",4931,"O15381","nuclear VCP like",9.23,5,6,1.413,0.907,1.499,1.95,0.724,1.166,1.418,0.431,0.673,9,1.13,0.16,0.884,0.938
"14555","BCAT2","ENSG00000105552",587,"O15382","branched chain amino acid transaminase 2",9.69,3,3,0.918,0.95,0.996,1.131,0.955,0.901,0.936,0.824,0.829,9,0.94,0.03,0.057,0.175
"14562","IPO8","ENSG00000133704",10526,"O15397","importin 8",1.25,1,1,1.844,1.126,0.649,0.503,0.564,0.863,1.412,0.962,1.581,9,1.06,0.16,0.879,0.935
"14565","STX7","ENSG00000079950",8417,"O15400","syntaxin 7",29.12,6,6,1.217,1.385,1.376,1.104,1.042,0.972,0.964,0.992,0.914,9,1.11,0.06,0.134,0.288
"14578","CD3EAP","ENSG00000117877",10849,"O15446","CD3e molecule associated protein",28.24,8,8,1.335,1.631,1.591,1.063,1.306,1.077,0.881,1.386,1.081,9,1.26,0.08,0.015,0.077
"14581","P4HA2","ENSG00000072682",8974,"O15460","prolyl 4-hydroxylase subunit alpha 2",21.31,12,12,1.975,2.181,1.354,0.532,1.164,0.888,0.703,1.891,1.561,9,1.36,0.2,0.128,0.28
"14589","CAPN5","ENSG00000149260",726,"O15484","calpain 5",1.56,1,1,1.356,1.834,1.141,0.858,0.905,1.362,1.007,1.43,1.061,9,1.22,0.1,0.117,0.266
"14594","YKT6","ENSG00000106636",10652,"O15498","YKT6 v-SNARE homolog",19.7,5,5,0.946,0.764,0.651,0.673,0.813,0.768,0.993,0.88,1.289,9,0.86,0.07,0.207,0.38
"14597","NUP42","ENSG00000136243",11097,"O15504","nucleoporin 42",20.33,5,5,1.433,1.17,1.116,0.933,0.953,1.012,0.947,1.019,1.088,9,1.07,0.05,0.158,0.319
"14598","ARPC5","ENSG00000162704",10092,"O15511","actin related protein 2/3 complex subunit 5",39.07,5,6,0.946,0.722,0.881,1.038,1.101,0.966,1.212,0.981,1.149,9,1,0.05,0.911,0.951
"14600","POLR2D","ENSG00000144231",5433,"O15514","RNA polymerase II subunit D",30.28,4,4,1.29,1.481,1.746,1.224,0.978,1.026,0.893,1.147,0.909,9,1.19,0.09,0.112,0.26
"14611","PDPK1","ENSG00000140992",5170,"O15530","3-phosphoinositide dependent protein kinase 1",7.37,4,4,0.946,0.865,0.807,1.081,1.24,1.144,1.25,1.306,1.433,9,1.12,0.07,0.135,0.289
"14612","TAPBP","ENSG00000112493",6892,"O15533","TAP binding protein",4.24,2,2,0.828,1.263,0.767,1.112,0.59,1.811,1.186,0.955,0.629,9,1.02,0.13,0.144,0.301
"14613","TAPBP","ENSG00000206281",6892,"O15533","TAP binding protein",4.24,2,2,0.828,1.263,0.767,1.112,0.59,1.811,1.186,0.955,0.629,9,1.02,0.13,0.144,0.301
"14614","TAPBP","ENSG00000231925",6892,"O15533","TAP binding protein",4.24,2,2,0.828,1.263,0.767,1.112,0.59,1.811,1.186,0.955,0.629,9,1.02,0.13,0.144,0.301
"14615","TAPBP","ENSG00000236490",6892,"O15533","TAP binding protein",4.24,2,2,0.828,1.263,0.767,1.112,0.59,1.811,1.186,0.955,0.629,9,1.02,0.13,0.144,0.301
"14616","TAPBP","ENSG00000206208",6892,"O15533","TAP binding protein",4.24,2,2,0.828,1.263,0.767,1.112,0.59,1.811,1.186,0.955,0.629,9,1.02,0.13,0.144,0.301
"14623","RNF113A","ENSG00000125352",7737,"O15541","ring finger protein 113A",7.29,2,3,0.993,0.909,1.5,1.254,1.805,0.751,0.819,2.069,1.047,9,1.24,0.15,0.107,0.252
"14644","DHX15","ENSG00000109606",1665,"O43143","DEAH-box helicase 15",29.94,22,22,0.896,1.017,0.888,0.928,0.925,1.033,0.936,1.075,1.044,9,0.97,0.02,0.236,0.411
"14646","RNMT","ENSG00000101654",8731,"O43148","RNA guanine-7 methyltransferase",17.02,8,8,0.51,0.718,0.74,0.986,1.029,0.982,0.682,1.117,0.713,9,0.83,0.07,0.018,0.085
"14653","RRP8","ENSG00000132275",23378,"O43159","ribosomal RNA processing 8",5.48,2,2,1.093,0.975,1.019,0.901,0.754,0.852,0.954,0.709,0.797,9,0.89,0.04,0.037,0.132
"14654","PJA2","ENSG00000198961",9867,"O43164","praja ring finger ubiquitin ligase 2",7.91,5,5,1.08,1.096,1.836,2.116,2.983,1.568,0.962,1.649,1.355,9,1.63,0.21,0.01,0.06
"14657","CYB5B","ENSG00000103018",80777,"O43169","cytochrome b5 type B",27.4,3,3,1.084,1.537,1.189,0.96,0.834,1.134,0.87,1.088,0.821,9,1.06,0.08,0.914,0.953
"14658","PRPF4","ENSG00000136875",9128,"O43172","pre-mRNA processing factor 4",15.9,9,9,0.839,0.956,0.904,0.992,1.017,1.055,0.892,1.014,0.88,9,0.95,0.02,0.013,0.071
"14661","PHGDH","ENSG00000092621",26227,"O43175","phosphoglycerate dehydrogenase",25.52,12,12,0.839,0.478,0.55,0.706,0.489,0.637,0.953,0.412,0.678,9,0.64,0.06,0.001,0.015
"14662","NDUFS4","ENSG00000164258",4724,"O43181","NADH:ubiquinone oxidoreductase subunit S4",31.43,5,5,1.055,1.611,1.308,1.097,1.002,1.269,0.987,1.202,0.939,9,1.16,0.07,0.107,0.253
"14682","DYNC1LI2","ENSG00000135720",1783,"O43237","dynein cytoplasmic 1 light intermediate chain 2",23.78,9,9,1.135,1.081,0.804,0.715,0.741,1.001,1.152,1.062,1.144,9,0.98,0.06,0.744,0.85
"14684","PSMD3","ENSG00000108344",5709,"O43242","proteasome 26S subunit, non-ATPase 3",31.09,16,16,1.065,0.923,0.758,0.769,0.724,0.843,1.058,0.923,1.054,9,0.9,0.05,0.126,0.278
"14688","RBFOX2","ENSG00000277564",23543,"O43251","RNA binding fox-1 homolog 2",8.72,3,3,0.722,1.094,1.27,1.378,1.361,1.173,0.774,1.154,0.764,9,1.08,0.09,0.953,0.975
"14689","RBFOX2","ENSG00000100320",23543,"O43251","RNA binding fox-1 homolog 2",8.72,3,3,0.722,1.094,1.27,1.378,1.361,1.173,0.774,1.154,0.764,9,1.08,0.09,0.953,0.975
"14690","PAPSS1","ENSG00000138801",9061,"O43252","3'-phosphoadenosine 5'-phosphosulfate synthase 1",9.29,5,5,1.133,0.541,0.472,0.709,1.199,1.129,1.947,0.954,1.929,9,1.11,0.18,0.764,0.864
"14693","ZW10","ENSG00000086827",9183,"O43264","zw10 kinetochore protein",15.53,10,11,0.67,0.93,0.811,0.924,0.581,1.063,0.886,0.61,0.511,9,0.78,0.06,0.002,0.022
"14700","SART1","ENSG00000175467",9092,"O43290","spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP",31.37,21,22,1.179,1.507,1.256,0.958,0.964,1.048,0.853,1.055,0.86,9,1.08,0.07,0.543,0.709
"14702","GPAA1","ENSG00000197858",8733,"O43292","glycosylphosphatidylinositol anchor attachment 1",2.09,1,1,1.281,0,2.889,2.5,1.746,0,1.095,0,0.764,6,1.71,0.34,0.133,0.287
"14704","TGFB1I1","ENSG00000140682",7041,"O43294","transforming growth factor beta 1 induced transcript 1",9.54,2,2,0.921,0.471,0.42,0,0.51,0,0,0.562,1.102,6,0.66,0.11,0.045,0.149
"14719","PPIP5K2","ENSG00000145725",23262,"O43314","diphosphoinositol pentakisphosphate kinase 2",5.15,5,5,0,1.04,0.656,0.587,0.813,0.772,1.58,0.592,2.368,8,1.05,0.22,0.782,0.875
"14721","MAP3K7","ENSG00000135341",6885,"O43318","mitogen-activated protein kinase kinase kinase 7",5.28,2,2,0,0,0,0.944,1.46,0.877,1.318,1.348,2.036,6,1.33,0.17,0.022,0.096
"14724","EEF1E1","ENSG00000124802",9521,"O43324","eukaryotic translation elongation factor 1 epsilon 1",13.79,3,3,1.119,0.862,0.831,1.036,1.01,0.946,0.967,1.036,1.008,9,0.98,0.03,0.567,0.729
"14725","LYRM1","ENSG00000102897",57149,"O43325","LYR motif containing 1",7.38,1,1,0,0,1.393,0,0,0,0,0,0,1,0,0,0,0
"14734","HNRNPR","ENSG00000125944",10236,"O43390","heterogeneous nuclear ribonucleoprotein R",39.34,16,25,0.664,0.925,1.06,1.637,1.244,1.405,1.059,0.998,0.768,9,1.08,0.1,0.874,0.932
"14735","HNRNPR","ENSG00000282958",10236,"O43390","heterogeneous nuclear ribonucleoprotein R",39.34,16,25,0.664,0.925,1.06,1.637,1.244,1.405,1.059,0.998,0.768,9,1.08,0.1,0.874,0.932
"14736","PRPF3","ENSG00000117360",9129,"O43395","pre-mRNA processing factor 3",17.28,12,12,0.892,0.983,0.954,1.042,1.041,1.041,1.04,1.038,1.029,9,1.01,0.02,0.839,0.912
"14737","TXNL1","ENSG00000091164",9352,"O43396","thioredoxin like 1",26.99,7,7,0.937,0.94,1.078,1.089,1.304,1.008,0.951,1.042,1.067,9,1.05,0.04,0.216,0.391
"14738","TPD52L2","ENSG00000101150",7165,"O43399","TPD52 like 2",50,9,9,1.234,1.21,0.945,0.762,0.736,1.06,1.027,1.053,0.978,9,1,0.06,0.733,0.842
"14739","EMC8","ENSG00000131148",10328,"O43402","ER membrane protein complex subunit 8",16.19,4,4,0.998,1.13,0.953,0.83,0.693,0.975,1.045,0.859,0.925,9,0.93,0.04,0.135,0.29
"14741","ERI3","ENSG00000117419",79033,"O43414","ERI1 exoribonuclease family member 3",2.67,1,1,0,0,0,1.54,1.926,0,0,0,0,2,0,0,0,0
"14745","SYNJ1","ENSG00000159082",8867,"O43426","synaptojanin 1",1.27,2,2,1.108,1.594,1.261,1.091,0.832,1.363,0.946,1.034,0.721,9,1.11,0.09,0.886,0.938
